atomtype,smiles,idx_in_mol,mol_index,node_attentions,edge_attentions,prediction,truth
H,,22,8,"[0.3947364091873169, 0.3990612030029297, 0.36272430419921875, 0.3792497217655182, 0.35112106800079346, 0.3373957872390747, 0.3763789236545563, 0.40793222188949585, 0.39394715428352356, 0.3802623748779297, 0.3994279205799103, 0.3986317813396454, 0.0, 0.0, 0.0, 0.39882129430770874, 0.380648672580719, 0.3984062373638153, 0.3790609538555145, 0.4014575183391571, 0.3785000741481781, 0.4113016426563263, 0.37347346544265747, 0.3638940453529358, 0.36924585700035095, 0.3569522202014923, 0.3808605372905731, 0.4109293818473816, 0.3784124553203583, 0.353719025850296, 0.38287943601608276]","[0.3716937005519867, 0.4140836298465729, 0.35730937123298645, 0.38657766580581665, 0.39635196328163147, 0.36881381273269653, 0.724260151386261, 0.2778969407081604, 0.3664569556713104, 0.39408788084983826, 0.31159400939941406, 0.3884744346141815, 0.33352965116500854, 0.3941943943500519, 0.3142087757587433, 0.31944093108177185, 0.33946308493614197, 0.7612254023551941, 0.41023313999176025, 0.40969783067703247, 0.26936954259872437, 0.733359158039093, 0.35174596309661865, 0.38885149359703064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2925894856452942, 0.3070314824581146, 0.2986462712287903, 0.34299904108047485, 0.41770586371421814, 0.29576101899147034, 0.3555436134338379, 0.30144044756889343, 0.28369683027267456, 0.4077417552471161, 0.390351265668869, 0.34399640560150146, 0.2880387306213379, 0.42824605107307434, 0.2889094948768616, 0.413053423166275, 0.38261163234710693, 0.3410274386405945, 0.38885119557380676, 0.3420534133911133, 0.3872987627983093, 0.41222065687179565, 0.3975047469139099, 0.33285945653915405, 0.725415050983429, 0.35655859112739563, 0.3181801736354828, 0.3670739233493805, 0.3425128757953644, 0.3944365382194519, 0.35754916071891785, 0.3779786229133606]",0.12028653919696808,0.1119
H,,23,8,"[0.0, 0.3821881413459778, 0.408515602350235, 0.4030844271183014, 0.37223726511001587, 0.35206931829452515, 0.3905859887599945, 0.3437603712081909, 0.36158180236816406, 0.4211432635784149, 0.3886095881462097, 0.39698779582977295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35048016905784607, 0.37468069791793823, 0.3778224587440491, 0.39505159854888916, 0.3489633798599243, 0.38068413734436035, 0.38438040018081665, 0.36729174852371216, 0.34096553921699524, 0.34317055344581604, 0.3612430989742279, 0.3767681121826172, 0.3675170838832855, 0.4124504327774048]","[0.0, 0.0, 0.3337361514568329, 0.31654253602027893, 0.299591600894928, 0.2870596945285797, 0.33570554852485657, 0.38775113224983215, 0.3430192768573761, 0.4143952429294586, 0.3693888187408447, 0.3198152780532837, 0.7202197909355164, 0.3373723328113556, 0.31071627140045166, 0.3869464099407196, 0.3699031174182892, 0.35729068517684937, 0.7262954711914062, 0.39996010065078735, 0.37670937180519104, 0.33858662843704224, 0.33820635080337524, 0.40410909056663513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36401432752609253, 0.7147119641304016, 0.41685354709625244, 0.36472010612487793, 0.38872653245925903, 0.31928908824920654, 0.33680522441864014, 0.32860007882118225, 0.3464289605617523, 0.33678388595581055, 0.746019721031189, 0.7743133306503296, 0.3166605234146118, 0.3443104028701782, 0.29161983728408813, 0.4180101156234741, 0.33862069249153137, 0.3714830279350281, 0.3420996367931366, 0.2985895872116089, 0.27665451169013977, 0.7571408748626709, 0.30515256524086, 0.3750198781490326, 0.33539968729019165, 0.7172244191169739, 0.7277585864067078, 0.709758996963501]",0.101163350045681,0.1016
H,,24,8,"[0.0, 0.39892473816871643, 0.38899916410446167, 0.40922215580940247, 0.34724366664886475, 0.40129354596138, 0.4266447126865387, 0.39247795939445496, 0.3951278030872345, 0.40689173340797424, 0.3579198122024536, 0.4128212034702301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34750860929489136, 0.37631839513778687, 0.3708138167858124, 0.35393351316452026, 0.38150352239608765, 0.3933795392513275, 0.40339383482933044, 0.3638581931591034, 0.33264344930648804, 0.3904738128185272, 0.421493262052536, 0.34598928689956665, 0.37783512473106384, 0.4120185971260071]","[0.0, 0.0, 0.39593449234962463, 0.42109304666519165, 0.2478235810995102, 0.2955814599990845, 0.3674202859401703, 0.34930866956710815, 0.33002570271492004, 0.33730950951576233, 0.3433888554573059, 0.22751955687999725, 0.39542484283447266, 0.3573659062385559, 0.3020486831665039, 0.40847843885421753, 0.721563458442688, 0.2810850441455841, 0.3622068464756012, 0.35019731521606445, 0.41263678669929504, 0.3777366578578949, 0.7312957048416138, 0.41270098090171814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3448219299316406, 0.3238905966281891, 0.2186668962240219, 0.3179267644882202, 0.3645879924297333, 0.24673394858837128, 0.39184871315956116, 0.4058944284915924, 0.3590996265411377, 0.42244231700897217, 0.29396840929985046, 0.30611276626586914, 0.35943248867988586, 0.31031155586242676, 0.32935285568237305, 0.29425278306007385, 0.4247366786003113, 0.3768302798271179, 0.3970572054386139, 0.3718380033969879, 0.3994160592556, 0.40117162466049194, 0.34188589453697205, 0.395915687084198, 0.4211714267730713, 0.341431200504303, 0.7871541976928711, 0.3212379217147827]",0.101163350045681,0.0953
H,,25,8,"[0.0, 0.0, 0.40096941590309143, 0.3696036636829376, 0.37847959995269775, 0.0, 0.39293888211250305, 0.34319791197776794, 0.40120401978492737, 0.3743654191493988, 0.3980949819087982, 0.3908483684062958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3406972587108612, 0.3512008488178253, 0.39277467131614685, 0.3836083710193634, 0.41788148880004883, 0.30264919996261597, 0.3652687966823578, 0.37546253204345703, 0.3792770802974701, 0.36376893520355225, 0.364825963973999]","[0.0, 0.0, 0.0, 0.0, 0.39396223425865173, 0.33497852087020874, 0.30971240997314453, 0.38976210355758667, 0.0, 0.0, 0.4250907301902771, 0.42134150862693787, 0.3539002537727356, 0.31438636779785156, 0.32613763213157654, 0.33854928612709045, 0.38591405749320984, 0.37237748503685, 0.37363913655281067, 0.3684179186820984, 0.42127156257629395, 0.3792090117931366, 0.3294166624546051, 0.33605241775512695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7362857460975647, 0.33540967106819153, 0.37838220596313477, 0.38747918605804443, 0.37571561336517334, 0.3231402635574341, 0.3783333897590637, 0.7260701656341553, 0.23991727828979492, 0.32273945212364197, 0.45270034670829773, 0.356584757566452, 0.3571651577949524, 0.34816065430641174, 0.406338095664978, 0.3653058111667633, 0.40648096799850464, 0.3535047769546509, 0.32027924060821533, 0.3310852646827698, 0.39415690302848816, 0.3162497878074646]",0.10154834389686584,0.0932
H,,26,8,"[0.0, 0.0, 0.3743761479854584, 0.38471582531929016, 0.3650500476360321, 0.0, 0.34600135684013367, 0.3687599301338196, 0.4068847894668579, 0.4151401221752167, 0.39528340101242065, 0.3790384829044342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35976511240005493, 0.4161662459373474, 0.37329429388046265, 0.3871414065361023, 0.3799382150173187, 0.35057738423347473, 0.3672998249530792, 0.3864855170249939, 0.3783143162727356, 0.4095268249511719, 0.39938828349113464]","[0.0, 0.0, 0.0, 0.0, 0.3079529404640198, 0.21241556107997894, 0.313163161277771, 0.37538599967956543, 0.0, 0.0, 0.350297212600708, 0.37448418140411377, 0.3169094920158386, 0.42890456318855286, 0.7379550933837891, 0.30826541781425476, 0.3396287262439728, 0.3383806347846985, 0.3503497838973999, 0.3714289665222168, 0.36949896812438965, 0.32311081886291504, 0.3748481273651123, 0.36638426780700684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7220541834831238, 0.3587425649166107, 0.7140689492225647, 0.40846753120422363, 0.2819487750530243, 0.33163517713546753, 0.4057868719100952, 0.3453809320926666, 0.3470677435398102, 0.4266732633113861, 0.3806145191192627, 0.7617947459220886, 0.3387589156627655, 0.29941174387931824, 0.3525892198085785, 0.3225805163383484, 0.3510686755180359, 0.3308318555355072, 0.3934946060180664, 0.3101707994937897, 0.34302523732185364, 0.725436270236969]",0.10154834389686584,0.0944
H,,27,8,"[0.0, 0.36132028698921204, 0.4120786190032959, 0.3558402955532074, 0.39394137263298035, 0.3818979263305664, 0.3600723147392273, 0.37261471152305603, 0.40666353702545166, 0.4117899537086487, 0.40951237082481384, 0.3819683790206909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3927149474620819, 0.39747437834739685, 0.3824164867401123, 0.39094051718711853, 0.34809017181396484, 0.38194558024406433, 0.3704526424407959, 0.3676334023475647, 0.3652135729789734, 0.37819501757621765, 0.373689740896225, 0.36613237857818604, 0.37738412618637085, 0.3825230896472931]","[0.0, 0.0, 0.38510799407958984, 0.31210070848464966, 0.7333093285560608, 0.30662763118743896, 0.3636147975921631, 0.2870132625102997, 0.28972211480140686, 0.3370179831981659, 0.3397216200828552, 0.3332653045654297, 0.40194186568260193, 0.4042688310146332, 0.3475140929222107, 0.3977060616016388, 0.3344900608062744, 0.361923485994339, 0.3453895151615143, 0.39339348673820496, 0.42352738976478577, 0.39565739035606384, 0.3507418930530548, 0.3507669270038605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.268331915140152, 0.3730904161930084, 0.27250659465789795, 0.2753230333328247, 0.3722537159919739, 0.4094623923301697, 0.7592681050300598, 0.33368173241615295, 0.39491331577301025, 0.7266972661018372, 0.3636692762374878, 0.32873445749282837, 0.31198519468307495, 0.3076065480709076, 0.4114154577255249, 0.7183429002761841, 0.4203716516494751, 0.31805527210235596, 0.33752042055130005, 0.31752151250839233, 0.39302971959114075, 0.7233281135559082, 0.3105485439300537, 0.2793993353843689, 0.41333645582199097, 0.7341858148574829, 0.7482527494430542, 0.21506746113300323]",0.101163350045681,0.082
H,,28,8,"[0.0, 0.3774275481700897, 0.40545833110809326, 0.41224074363708496, 0.32990962266921997, 0.4031573235988617, 0.38377633690834045, 0.3927896320819855, 0.3598695695400238, 0.36526644229888916, 0.389590859413147, 0.36514604091644287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3533833622932434, 0.36805811524391174, 0.3908109962940216, 0.3781013488769531, 0.4012701213359833, 0.3484422564506531, 0.4032951295375824, 0.38682013750076294, 0.4064517319202423, 0.4058920443058014, 0.37916696071624756, 0.36766839027404785, 0.39133507013320923, 0.35376885533332825]","[0.0, 0.0, 0.3944072723388672, 0.2804052233695984, 0.3458903729915619, 0.38806045055389404, 0.4097200036048889, 0.3173043131828308, 0.34411856532096863, 0.7225241661071777, 0.7248765826225281, 0.34092286229133606, 0.7513754367828369, 0.3746876120567322, 0.7640699744224548, 0.3410172164440155, 0.7220000624656677, 0.3661680221557617, 0.3763064742088318, 0.3402046263217926, 0.34056517481803894, 0.36661553382873535, 0.36781010031700134, 0.3637838065624237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7331669926643372, 0.3798721730709076, 0.4213216304779053, 0.3347260057926178, 0.39606723189353943, 0.2718658149242401, 0.31445908546447754, 0.4135552644729614, 0.3405264616012573, 0.37507930397987366, 0.26355060935020447, 0.4057822525501251, 0.29542574286460876, 0.4017804265022278, 0.36049333214759827, 0.29335224628448486, 0.7261615991592407, 0.3016117215156555, 0.3970518112182617, 0.3846074938774109, 0.42200425267219543, 0.21173930168151855, 0.3832448124885559, 0.3517162501811981, 0.32405194640159607, 0.27483072876930237, 0.2684342563152313, 0.3907144367694855]",0.1011633425951004,0.1117
H,,29,8,"[0.3677639365196228, 0.37441614270210266, 0.41472554206848145, 0.41324231028556824, 0.35202649235725403, 0.37486401200294495, 0.3842052221298218, 0.3807750940322876, 0.3849388659000397, 0.3678114116191864, 0.36393898725509644, 0.36113691329956055, 0.0, 0.0, 0.0, 0.3724716305732727, 0.396170437335968, 0.3999742865562439, 0.3933456838130951, 0.33293768763542175, 0.39059874415397644, 0.4118981957435608, 0.37834110856056213, 0.40929120779037476, 0.383614182472229, 0.3787536025047302, 0.4083121418952942, 0.3505166471004486, 0.35765311121940613, 0.3825867474079132, 0.34292781352996826]","[0.7193570137023926, 0.25097742676734924, 0.3566246032714844, 0.38012900948524475, 0.4025222957134247, 0.37809139490127563, 0.7212497591972351, 0.32931169867515564, 0.3707573115825653, 0.7280681729316711, 0.74271160364151, 0.31154242157936096, 0.33108803629875183, 0.38159120082855225, 0.7232452034950256, 0.3093198239803314, 0.3073858916759491, 0.7787109613418579, 0.3969031274318695, 0.7229206562042236, 0.4201953113079071, 0.33715885877609253, 0.3551252484321594, 0.35138019919395447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3474613428115845, 0.4018516540527344, 0.32632434368133545, 0.3616650402545929, 0.37413910031318665, 0.3602595925331116, 0.7360243797302246, 0.3248179256916046, 0.3876553773880005, 0.38814467191696167, 0.7393853664398193, 0.3485519587993622, 0.3204120993614197, 0.374071329832077, 0.3005675673484802, 0.28873106837272644, 0.3234427869319916, 0.7564874887466431, 0.3315978944301605, 0.4110676050186157, 0.305213063955307, 0.34244605898857117, 0.3142116069793701, 0.37178003787994385, 0.37909525632858276, 0.7654445171356201, 0.38034459948539734, 0.7258397340774536, 0.3308880925178528, 0.27215316891670227, 0.34768372774124146, 0.40267956256866455]",0.12028655409812927,0.102
H,,30,8,"[0.37366291880607605, 0.37036746740341187, 0.36258286237716675, 0.40060922503471375, 0.41103988885879517, 0.3433822691440582, 0.36495763063430786, 0.35608145594596863, 0.37036651372909546, 0.35124528408050537, 0.41407033801078796, 0.36192259192466736, 0.0, 0.0, 0.0, 0.33900851011276245, 0.3778200149536133, 0.38413548469543457, 0.3880206346511841, 0.3853306472301483, 0.4153887927532196, 0.42128583788871765, 0.3401384949684143, 0.3771253824234009, 0.3965591788291931, 0.3738429546356201, 0.40754905343055725, 0.3533855974674225, 0.37469375133514404, 0.3646506667137146, 0.35206159949302673]","[0.40945014357566833, 0.3397631347179413, 0.40461477637290955, 0.3353547155857086, 0.3440490961074829, 0.3378741145133972, 0.3158607482910156, 0.35903844237327576, 0.2816580533981323, 0.3750915825366974, 0.36732468008995056, 0.2587215006351471, 0.28212544322013855, 0.37730732560157776, 0.380668580532074, 0.3518519997596741, 0.7347416877746582, 0.38133350014686584, 0.26086175441741943, 0.37426745891571045, 0.2986489534378052, 0.3269940912723541, 0.36497414112091064, 0.37579840421676636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23008985817432404, 0.3623298406600952, 0.3587150275707245, 0.30547118186950684, 0.3288138806819916, 0.32306012511253357, 0.32044732570648193, 0.7249509692192078, 0.3272217810153961, 0.3786378502845764, 0.7341000437736511, 0.29593831300735474, 0.380933552980423, 0.37334978580474854, 0.39494916796684265, 0.30076342821121216, 0.3245346248149872, 0.7089144587516785, 0.3931777775287628, 0.33506202697753906, 0.42460721731185913, 0.30343079566955566, 0.3710786998271942, 0.2890785336494446, 0.3152586817741394, 0.7593167424201965, 0.34455135464668274, 0.38036736845970154, 0.32650047540664673, 0.36235174536705017, 0.43612414598464966, 0.3316321074962616]",0.12028652429580688,0.1058
N,[H]OC(=O)C([H])([H])[C@@]([H])(C([H])([H])c1oc([H])c([H])c1[H])C([H])([H])N([H])[H],0,9,"[0.6143183708190918, 0.3990030288696289, 0.33075228333473206, 0.35815343260765076, 0.3954366445541382, 0.40483957529067993, 0.36353784799575806, 0.34607863426208496, 0.4043782353401184, 0.36944499611854553, 0.3970046043395996, 0.3961976170539856, 0.39188215136528015, 0.6177335381507874, 0.6322386860847473, 0.35348811745643616, 0.3266776204109192, 0.39318081736564636, 0.3858640491962433, 0.37154385447502136, 0.3683077096939087, 0.37719348073005676, 0.39949458837509155, 0.34129905700683594, 0.0, 0.0]","[0.6263427734375, 0.6154931783676147, 0.3335890471935272, 0.3330588936805725, 0.6796041131019592, 0.7257601022720337, 0.36502164602279663, 0.6743386387825012, 0.426535427570343, 0.6530095934867859, 0.38521143794059753, 0.6871320605278015, 0.28990909457206726, 0.29636767506599426, 0.3448573052883148, 0.33067432045936584, 0.37876179814338684, 0.3977544605731964, 0.3255665898323059, 0.28794199228286743, 0.7706823945045471, 0.3559968173503876, 0.39651593565940857, 0.32711729407310486, 0.6699826121330261, 0.3455366790294647, 0.6461361050605774, 0.6172533631324768, 0.5815958380699158, 0.5723550319671631, 0.2956802546977997, 0.38359734416007996, 0.4016639292240143, 0.2886934280395508, 0.7179524302482605, 0.42070746421813965, 0.6783884763717651, 0.34785038232803345, 0.7251230478286743, 0.40485286712646484, 0.6408180594444275, 0.37309524416923523, 0.394972562789917, 0.44782042503356934, 0.35089030861854553, 0.4374552071094513, 0.39012378454208374, 0.48741215467453003, 0.0, 0.0, 0.0, 0.0]",-0.9054749608039856,-0.8543
C,,1,9,"[0.3564484417438507, 0.36494556069374084, 0.41757363080978394, 0.3604700565338135, 0.42772671580314636, 0.3751737177371979, 0.38094189763069153, 0.34292998909950256, 0.3569081425666809, 0.3721879720687866, 0.3673803210258484, 0.3620356023311615, 0.3947317898273468, 0.38722410798072815, 0.38026586174964905, 0.33464357256889343, 0.34456491470336914, 0.396281898021698, 0.331642746925354, 0.344331830739975, 0.37140771746635437, 0.3764405846595764, 0.3410964012145996, 0.36364424228668213, 0.4167187213897705, 0.4005454182624817]","[0.6478768587112427, 0.36848539113998413, 0.3231964707374573, 0.3184049427509308, 0.37676239013671875, 0.3232195973396301, 0.36336997151374817, 0.39748385548591614, 0.35656940937042236, 0.773577094078064, 0.3822430372238159, 0.39967823028564453, 0.2572178542613983, 0.39599505066871643, 0.7221119999885559, 0.38184431195259094, 0.38266438245773315, 0.7119941115379333, 0.40727660059928894, 0.31426864862442017, 0.4042634069919586, 0.39442458748817444, 0.7213441729545593, 0.30168673396110535, 0.2513546347618103, 0.33227092027664185, 0.34159380197525024, 0.7499698996543884, 0.38790175318717957, 0.3335253596305847, 0.3384941816329956, 0.39892908930778503, 0.384543240070343, 0.2988809049129486, 0.2987898588180542, 0.3778360188007355, 0.30020955204963684, 0.40606871247291565, 0.3382442593574524, 0.313513845205307, 0.30342820286750793, 0.3627723157405853, 0.35230258107185364, 0.36915406584739685, 0.7224521636962891, 0.38269421458244324, 0.36721891164779663, 0.30634111166000366, 0.35508453845977783, 0.3374805152416229, 0.3961901366710663, 0.3291705250740051]",0.045261017978191376,0.0311
C,,2,9,"[0.3432108759880066, 0.37048259377479553, 0.3749830722808838, 0.36621057987213135, 0.4281461834907532, 0.35116416215896606, 0.37491586804389954, 0.37865135073661804, 0.34566959738731384, 0.41830700635910034, 0.4163431227207184, 0.39946162700653076, 0.37136951088905334, 0.3968989849090576, 0.39352667331695557, 0.35726192593574524, 0.35805925726890564, 0.4179657995700836, 0.34701254963874817, 0.3733982443809509, 0.379570871591568, 0.3903771936893463, 0.3716055154800415, 0.3964274823665619, 0.40838947892189026, 0.3471263349056244]","[0.3494257926940918, 0.7140193581581116, 0.3907085657119751, 0.3290000259876251, 0.3749394416809082, 0.380707710981369, 0.3559182584285736, 0.3940335810184479, 0.4062829315662384, 0.3058106601238251, 0.7349413633346558, 0.40044867992401123, 0.32053324580192566, 0.7182193398475647, 0.3991498351097107, 0.3516383171081543, 0.314515084028244, 0.34312912821769714, 0.39264827966690063, 0.32895582914352417, 0.7346410751342773, 0.2696782052516937, 0.7097422480583191, 0.3565405607223511, 0.21708115935325623, 0.7198982238769531, 0.3196210265159607, 0.30564266443252563, 0.33407363295555115, 0.311794638633728, 0.38484442234039307, 0.3008916974067688, 0.3040051758289337, 0.27255043387413025, 0.3385363817214966, 0.719399094581604, 0.7475982904434204, 0.33714836835861206, 0.3935181498527527, 0.3818525969982147, 0.27132633328437805, 0.3817189335823059, 0.3901522159576416, 0.382211297750473, 0.29747164249420166, 0.755179226398468, 0.3189416527748108, 0.3030373454093933, 0.3401150703430176, 0.36508169770240784, 0.7114759087562561, 0.35844549536705017]",-0.03553043678402901,-0.0245
